"","Municipality","Ann_cases","Year","State","MunDetailed","GAUL_CODE","Pop","Total_incid","year","GAUL_A2"
"476","HUATABAMPO",70.92,2003,"SON","HUATABAMPO /-/ SON",26033,79313,0.000894178760102379,2003,26033
"479","PUERTO LIBERTAD",3.94,2003,"SON","PUERTO LIBERTAD /-/ SON",26047,9468,0.000416138572032108,2003,26047
"480","QUIRIEGO",3.94,2003,"SON","QUIRIEGO /-/ SON",26049,3356,0.00117401668653159,2003,26049
"481","SOCIQUI GRANDE",3.94,2003,"SON","SOCIQUI GRANDE /-/ SON",26062,1121,0.00351471900089206,2003,26062
"482","VILLA PESQUERA",7.88,2003,"SON","VILLA PESQUERA /-/ SON",26068,1254,0.00628389154704944,2003,26068
"497","CHINAMECA",3.94,2003,"VER","CHINAMECA /-/ VER",30059,15214,0.000258971999474169,2003,30059
"499","COLIPA",7.88,2003,"VER","COLIPA /-/ VER",30042,5728,0.00137569832402235,2003,30042
"501","CUICHAPA",3.94,2003,"VER","CUICHAPA /-/ VER",30052,11645,0.000338342636324603,2003,30052
"503","HUEYAPAN DE OCAMPO",19.7,2003,"VER","HUEYAPAN DE OCAMPO /-/ VER",30073,41649,0.000473000552234147,2003,30073
"507","MECAYAPAN",3.94,2003,"VER","MECAYAPAN /-/ VER",30104,17333,0.000227312063693533,2003,30104
"508","MEDELLIN",15.76,2003,"VER","MEDELLIN /-/ VER",30105,59126,0.000266549402969929,2003,30105
"509","MISANTLA",15.76,2003,"VER","MISANTLA /-/ VER",30109,62919,0.000250480776871851,2003,30109
"511","PLAYA VICENTE",11.82,2003,"VER","PLAYA VICENTE /-/ VER",30130,40984,0.000288405231309779,2003,30130
"515","SOLEDAD DEL DOBLADO",7.88,2003,"VER","SOLEDAD DEL DOBLADO /-/ VER",30148,27008,0.000291765402843602,2003,30148
"519","TUXPAN",43.34,2003,"VER","TUXPAN /-/ VER",30189,143362,0.000302311630697116,2003,30189
"524","TAHAMEK",3.94,2003,"YUC","TAHAMEK /-/ YUC",31074,3609,0.00109171515655306,2003,31074
"525","TETIZ",3.94,2003,"YUC","TETIZ /-/ YUC",31087,4725,0.000833862433862434,2003,31087
"526","TIXKOKOB",3.94,2003,"YUC","TIXKOKOB /-/ YUC",31093,17176,0.000229389846297159,2003,31093
"538","IXTAPA",8.36,2004,"CHP","IXTAPA /-/ CHP",7044,24517,0.000340987885956683,2004,7044
"544","OCOZOCUAUTLA",20.9,2004,"CHP","OCOZOCUAUTLA /-/ CHP",7061,82059,0.000254694792771055,2004,7061
"563","CD ALTAMIRANO",16.72,2004,"GRO","CD ALTAMIRANO /-/ GRO",12050,37035,0.000451464830565681,2004,12050
"570","TLAPA DE COMONFORT",25.08,2004,"GRO","TLAPA DE COMONFORT /-/ GRO",12066,81419,0.000308036207764772,2004,12066
"572","HUEJUTLA",16.72,2004,"HID","HUEJUTLA /-/ HID",13027,23563,0.000709587064465476,2004,13027
"576","TUZANTLA",8.36,2004,"MIC","TUZANTLA /-/ MIC",16099,16305,0.000512726157620362,2004,16099
"579","JOJUTLA",12.54,2004,"MOR","JOJUTLA /-/ MOR",17012,55115,0.000227524267440806,2004,17012
"580","PUENTE DE IXTLA",66.88,2004,"MOR","PUENTE DE IXTLA /-/ MOR",17017,61585,0.00108597872858651,2004,17017
"588","JALAPA DEL MARQUEZ",4.18,2004,"OAX","JALAPA DEL MARQUEZ /-/ OAX",20418,11888,0.000351615074024226,2004,20418
"595","ESPITA",4.18,2004,"ROO","ESPITA /-/ ROO",31032,15571,0.00026844775544281,2004,31032
"597","PLAYA DEL CARMEN",33.44,2004,"ROO","PLAYA DEL CARMEN /-/ ROO",23008,159310,0.000209905216245057,2004,23008
"599","COSALA",8.36,2004,"SIN","COSALA /-/ SIN",25005,16697,0.000500688746481404,2004,25005
"605","BACABACHI",8.36,2004,"SON","BACABACHI /-/ SON",26011,1646,0.00507897934386391,2004,26011
"612","ACATLAN",4.18,2004,"VER","ACATLAN /-/ VER",30002,3085,0.001354943273906,2004,30002
"615","ACTOPAN",8.36,2004,"VER","ACTOPAN /-/ VER",30004,40994,0.000203932282773089,2004,30004
"616","ALVARADO",79.42,2004,"VER","ALVARADO /-/ VER",30011,51955,0.00152863054566452,2004,30011
"617","AMATLAN",45.98,2004,"VER","AMATLAN /-/ VER",30012,7487,0.00614131160678509,2004,30012
"620","ATOYAC",8.36,2004,"VER","ATOYAC /-/ VER",30021,22986,0.000363699643261115,2004,30021
"621","CARRILLO PUERTO",16.72,2004,"VER","CARRILLO PUERTO /-/ VER",30031,16313,0.00102494942683749,2004,30031
"624","CHINAMPA DE GOROSTIZ",4.18,2004,"VER","CHINAMPA DE GOROSTIZ /-/ VER",30060,15286,0.000273452832657333,2004,30060
"625","CHONTLA",4.18,2004,"VER","CHONTLA /-/ VER",30063,14688,0.00028458605664488,2004,30063
"627","COATZINTLA",25.08,2004,"VER","COATZINTLA /-/ VER",30040,48351,0.00051870695538872,2004,30040
"628","COMAPA",8.36,2004,"VER","COMAPA /-/ VER",30043,18713,0.000446748249879763,2004,30043
"629","CORDOBA",321.86,2004,"VER","CORDOBA /-/ VER",30044,196541,0.00163762268432541,2004,30044
"630","COSAMALOAPAN",41.8,2004,"VER","COSAMALOAPAN /-/ VER",30045,57366,0.000728654603772269,2004,30045
"632","COTAXTLA",25.08,2004,"VER","COTAXTLA /-/ VER",30049,19710,0.00127245053272451,2004,30049
"636","FORTIN",20.9,2004,"VER","FORTIN /-/ VER",30068,59761,0.000349726410200632,2004,30068
"638","IGNACIO DE LA LLAVE",4.18,2004,"VER","IGNACIO DE LA LLAVE /-/ VER",30075,17121,0.000244144617720927,2004,30075
"640","IXCATEPEC",4.18,2004,"VER","IXCATEPEC /-/ VER",30078,12713,0.000328797294108393,2004,30078
"642","JIUTEPEC",4.18,2004,"VER","JIUTEPEC /-/ VER",30093,15313,0.000272970678508457,2004,30093
"645","LERDO DE TEJADA",8.36,2004,"VER","LERDO DE TEJADA /-/ VER",30097,20141,0.000415073730202075,2004,30097
"646","MARTINEZ DE LA TORRE",20.9,2004,"VER","MARTINEZ DE LA TORRE /-/ VER",30102,101358,0.000206199806626019,2004,30102
"652","NARANJOS",12.54,2004,"VER","NARANJOS /-/ VER",30113,4507,0.00278233858442423,2004,30113
"653","NAUTLA",25.08,2004,"VER","NAUTLA /-/ VER",30114,9974,0.00251453779827552,2004,30114
"654","OLUTA",4.18,2004,"VER","OLUTA /-/ VER",30116,14784,0.000282738095238095,2004,30116
"655","OMEALCA",12.54,2004,"VER","OMEALCA /-/ VER",30117,22561,0.000555826426133593,2004,30117
"656","OTATITLAN",4.18,2004,"VER","OTATITLAN /-/ VER",30119,5250,0.000796190476190476,2004,30119
"661","PASO DEL MACHO",8.36,2004,"VER","PASO DEL MACHO /-/ VER",30125,29165,0.000286644951140065,2004,30125
"665","POZA RICA",100.32,2004,"VER","POZA RICA /-/ VER",30131,193311,0.000518956500147431,2004,30131
"668","SANTIAGO TUXTLA",16.72,2004,"VER","SANTIAGO TUXTLA /-/ VER",30143,56427,0.000296312049196307,2004,30143
"669","SOCONUSCO",4.18,2004,"VER","SOCONUSCO /-/ VER",30145,14395,0.000290378603681834,2004,30145
"670","TANTIMA",8.36,2004,"VER","TANTIMA /-/ VER",30154,12814,0.000652411425003902,2004,30154
"671","TECOLUTLA",16.72,2004,"VER","TECOLUTLA /-/ VER",30158,25126,0.000665446151396959,2004,30158
"672","TIERRA BLANCA",25.08,2004,"VER","TIERRA BLANCA /-/ VER",30174,94087,0.00026656179918586,2004,30174
"673","TIHUATLAN",37.62,2004,"VER","TIHUATLAN /-/ VER",30175,89774,0.000419052286853655,2004,30175
"674","TLACOTALPAN",4.18,2004,"VER","TLACOTALPAN /-/ VER",30178,13284,0.000314664257753689,2004,30178
"675","TLALIXCOYAN",146.3,2004,"VER","TLALIXCOYAN /-/ VER",30181,37037,0.00395010395010395,2004,30181
"677","TOTUTLA",8.36,2004,"VER","TOTUTLA /-/ VER",30188,16403,0.000509662866548802,2004,30188
"680","URSULO GALVAN",16.72,2004,"VER","URSULO GALVAN /-/ VER",30191,29005,0.000576452335804172,2004,30191
"682","YANGA",16.72,2004,"VER","YANGA /-/ VER",30196,17462,0.000957507731073187,2004,30196
"683","YECUATLA",4.18,2004,"VER","YECUATLA /-/ VER",30197,11357,0.000368054944087347,2004,30197
"684","ZENTLA",4.18,2004,"VER","ZENTLA /-/ VER",30200,12379,0.000337668632361257,2004,30200
"685","BUTZOTZ",4.18,2004,"YUC","BUTZOTZ /-/ YUC",31006,8637,0.000483964339469723,2004,31006
"687","DZEMUL",4.18,2004,"YUC","DZEMUL /-/ YUC",31026,3489,0.00119805101748352,2004,31026
"701","CHIAPILLA",4.95,2005,"CHP","CHIAPILLA /-/ CHP",7028,5405,0.00091581868640148,2005,7028
"702","CINTALAPA",19.8,2005,"CHP","CINTALAPA /-/ CHP",7017,78114,0.000253475689377064,2005,7017
"704","COPAINALA",29.7,2005,"CHP","COPAINALA /-/ CHP",7021,21050,0.00141092636579572,2005,7021
"709","IXHUATAN",4.95,2005,"CHP","IXHUATAN /-/ CHP",7042,10239,0.000483445648989159,2005,7042
"713","NICOLAS RUIZ",4.95,2005,"CHP","NICOLAS RUIZ /-/ CHP",7058,4317,0.00114662960389159,2005,7058
"717","RAYON",14.85,2005,"CHP","RAYON /-/ CHP",7073,9002,0.00164963341479671,2005,7073
"718","SAN FERNANDO",14.85,2005,"CHP","SAN FERNANDO /-/ CHP",7079,33060,0.0004491833030853,2005,7079
"719","SAN LUCAS",4.95,2005,"CHP","SAN LUCAS /-/ CHP",7110,6734,0.000735075735075735,2005,7110
"720","SOCOLTENANGO",24.75,2005,"CHP","SOCOLTENANGO /-/ CHP",7083,17125,0.00144525547445255,2005,7083
"726","TOTOLAPA",4.95,2005,"CHP","TOTOLAPA /-/ CHP",7098,6375,0.000776470588235294,2005,7098
"736","CUATROCIENEGAS",4.95,2005,"COA","CUATROCIENEGAS /-/ COA",5007,13013,0.000380388841927303,2005,5007
"745","ATENANGO DEL RIO",4.95,2005,"GRO","ATENANGO DEL RIO /-/ GRO",12008,8390,0.000589988081048868,2005,12008
"748","CUAHUTEMOC",4.95,2005,"GRO","CUAHUTEMOC /-/ GRO",12037,6603,0.000749659245797365,2005,12037
"750","HUITZOCO",9.9,2005,"GRO","HUITZOCO /-/ GRO",12034,37364,0.000264960924954502,2005,12034
"760","ATLAPEXCO",9.9,2005,"HID","ATLAPEXCO /-/ HID",13011,19452,0.000508945095619988,2005,13011
"762","AUTLAN",4.95,2005,"JAL","AUTLAN /-/ JAL",14017,12664,0.000390871762476311,2005,14017
"764","CUERNAVACA",163.35,2005,"MOR","CUERNAVACA /-/ MOR",17007,365168,0.00044732835297726,2005,17007
"768","XOCHITEPEC",44.55,2005,"MOR","XOCHITEPEC /-/ MOR",17028,63382,0.000702880944116626,2005,17028
"777","MONTERREY",351.45,2005,"NLE","MONTERREY /-/ NLE",19039,1135550,0.000309497600281802,2005,19039
"784","COSOLAPA",4.95,2005,"OAX","COSOLAPA /-/ OAX",20021,14667,0.000337492329719779,2005,20021
"788","MAGDALENA TLACOTEPEC",4.95,2005,"OAX","MAGDALENA TLACOTEPEC /-/ OAX",20053,1221,0.00405405405405405,2005,20053
"791","SAN DIONISIO DEL MAR",4.95,2005,"OAX","SAN DIONISIO DEL MAR /-/ OAX",20130,5098,0.000970969007453904,2005,20130
"794","SAN JUAN MAZATLAN",4.95,2005,"OAX","SAN JUAN MAZATLAN /-/ OAX",20207,17100,0.000289473684210526,2005,20207
"796","SAN MARTIN ITUNYOSO",4.95,2005,"OAX","SAN MARTIN ITUNYOSO /-/ OAX",20240,2460,0.00201219512195122,2005,20240
"797","SAN MIGUEL DEL PUERTO",9.9,2005,"OAX","SAN MIGUEL DEL PUERTO /-/ OAX",20266,8481,0.00116731517509728,2005,20266
"798","SAN MIGUEL SOYALTEPEC",9.9,2005,"OAX","SAN MIGUEL SOYALTEPEC /-/ OAX",20278,36564,0.000270758122743682,2005,20278
"801","SAN SEBASTIAN IXCAPA",4.95,2005,"OAX","SAN SEBASTIAN IXCAPA /-/ OAX",20345,3968,0.00124747983870968,2005,20345
"802","SANTA ANA TAVELA",4.95,2005,"OAX","SANTA ANA TAVELA /-/ OAX",20357,908,0.00545154185022026,2005,20357
"806","SANTA MARIA TECOMAVACA",4.95,2005,"OAX","SANTA MARIA TECOMAVACA /-/ OAX",20431,1774,0.00279030439684329,2005,20431
"807","SANTA MARIA ZACATEPEC",14.85,2005,"OAX","SANTA MARIA ZACATEPEC /-/ OAX",20447,15076,0.000985009286282834,2005,20447
"812","SANTO DOMINGO ZANATEPEC",9.9,2005,"OAX","SANTO DOMINGO ZANATEPEC /-/ OAX",20525,11218,0.000882510251381708,2005,20525
"814","BENITO JUAREZ",247.5,2005,"ROO","BENITO JUAREZ /-/ ROO",23005,661176,0.000374333006642709,2005,23005
"815","FELIPE CARRILLO PUERTO",34.65,2005,"ROO","FELIPE CARRILLO PUERTO /-/ ROO",23002,75026,0.000461839895502892,2005,23002
"830","EMILIANO ZAPATA",9.9,2005,"TAB","EMILIANO ZAPATA /-/ TAB",27007,29518,0.00033538857646182,2005,27007
"832","ABASOLO",19.8,2005,"TAM","ABASOLO /-/ TAM",28001,12070,0.00164043082021541,2005,28001
"833","ALDAMA",69.3,2005,"TAM","ALDAMA /-/ TAM",28002,29470,0.00235154394299287,2005,28002
"834","ALTAMIRA",386.1,2005,"TAM","ALTAMIRA /-/ TAM",28003,212001,0.00182121782444422,2005,28003
"835","ANTIGUO MORELOS",4.95,2005,"TAM","ANTIGUO MORELOS /-/ TAM",28004,9003,0.000549816727757414,2005,28004
"836","CASAS",19.8,2005,"TAM","CASAS /-/ TAM",28008,4423,0.0044765995930364,2005,28008
"838","GOMEZ FARIAS",34.65,2005,"TAM","GOMEZ FARIAS /-/ TAM",28011,8786,0.00394377418620533,2005,28011
"839","GONZALEZ",49.5,2005,"TAM","GONZALEZ /-/ TAM",28012,43435,0.00113963393576609,2005,28012
"840","GUEMEZ",14.85,2005,"TAM","GUEMEZ /-/ TAM",28013,15659,0.000948336419950188,2005,28013
"841","JIMENEZ",4.95,2005,"TAM","JIMENEZ /-/ TAM",28018,8338,0.000593667546174142,2005,28018
"843","MATAMOROS",1306.8,2005,"TAM","MATAMOROS /-/ TAM",28022,489193,0.00267133830614911,2005,28022
"845","OCAMPO",4.95,2005,"TAM","OCAMPO /-/ TAM",28029,12962,0.00038188551149514,2005,28029
"846","PADILLA",4.95,2005,"TAM","PADILLA /-/ TAM",28030,14020,0.000353067047075606,2005,28030
"847","REYNOSA",326.7,2005,"TAM","REYNOSA /-/ TAM",28032,608891,0.00053654923459207,2005,28032
"849","SAN FERNANDO",19.8,2005,"TAM","SAN FERNANDO /-/ TAM",28035,57220,0.000346032855644879,2005,28035
"850","SOTO LA MARINA",173.25,2005,"TAM","SOTO LA MARINA /-/ TAM",28037,24764,0.00699604264254563,2005,28037
"851","VALLE HERMOSO",19.8,2005,"TAM","VALLE HERMOSO /-/ TAM",28040,63170,0.000313439924014564,2005,28040
"852","VICTORIA",1009.8,2005,"TAM","VICTORIA /-/ TAM",28041,321953,0.00313648265430047,2005,28041
"853","XICOTENCATL",19.8,2005,"TAM","XICOTENCATL /-/ TAM",28043,22864,0.000865990202939118,2005,28043
"860","APAZAPAN",4.95,2005,"VER","APAZAPAN /-/ VER",30017,4027,0.00122920288055625,2005,30017
"864","CAZONEZ",4.95,2005,"VER","CAZONEZ /-/ VER",30033,23483,0.000210790784823064,2005,30033
"865","CERRO AZUL",14.85,2005,"VER","CERRO AZUL /-/ VER",30034,25801,0.000575559086857099,2005,30034
"869","CITLALTEPEC",14.85,2005,"VER","CITLALTEPEC /-/ VER",30035,11081,0.00134013175706164,2005,30035
"873","COSOLEACAQUE",34.65,2005,"VER","COSOLEACAQUE /-/ VER",30048,117725,0.000294330006370779,2005,30048
"877","EL HIGO",9.9,2005,"VER","EL HIGO /-/ VER",30205,19128,0.000517565872020075,2005,30205
"881","IMXATUI",4.95,2005,"VER","IMXATUI /-/ VER",30084,5727,0.000864326872708224,2005,30084
"883","IXHUATLAN DEL SURESTE",19.8,2005,"VER","IXHUATLAN DEL SURESTE /-/ VER",30082,14903,0.00132859155874656,2005,30082
"884","JALAPA",4.95,2005,"VER","JALAPA /-/ VER",30090,10376,0.000477062451811874,2005,30090
"896","PUENTE NACIONAL",4.95,2005,"VER","PUENTE NACIONAL /-/ VER",30134,21603,0.000229134842383002,2005,30134
"898","SOTEAPAN",14.85,2005,"VER","SOTEAPAN /-/ VER",30149,32596,0.00045557737145662,2005,30149
"899","TAMALIN",14.85,2005,"VER","TAMALIN /-/ VER",30150,11211,0.00132459191865132,2005,30150
"902","TEPETZINTLA",4.95,2005,"VER","TEPETZINTLA /-/ VER",30167,13949,0.000354864147967596,2005,30167
"903","TIHUACAN",4.95,2005,"VER","TIHUACAN /-/ VER",30171,5292,0.000935374149659864,2005,30171
"905","TLACOLULA",4.95,2005,"VER","TLACOLULA /-/ VER",30177,10299,0.000480629187299738,2005,30177
"910","ZARAGOZA",4.95,2005,"VER","ZARAGOZA /-/ VER",30199,10720,0.000461753731343284,2005,30199
"911","HUHI",4.95,2005,"YUC","HUHI /-/ YUC",31037,4841,0.00102251600908903,2005,31037
"913","TECOH",9.9,2005,"YUC","TECOH /-/ YUC",31076,16200,0.000611111111111111,2005,31076
"916","LOS CABOS",138.24,2006,"BCS","LOS CABOS /-/ BCS",3008,238487,0.000579654236918574,2006,3008
"917","CALAKMUL",5.76,2006,"CAM","CALAKMUL /-/ CAM",4010,26882,0.000214269771594375,2006,4010
"923","ANGEL ALBINO CORZO",5.76,2006,"CHP","ANGEL ALBINO CORZO /-/ CHP",7008,26628,0.000216313654799459,2006,7008
"927","CHICOASEN",5.76,2006,"CHP","CHICOASEN /-/ CHP",7029,5018,0.00114786767636509,2006,7029
"937","MAZATAN",11.52,2006,"CHP","MAZATAN /-/ CHP",7054,26573,0.000433522748654649,2006,7054
"940","OCOSINGO",40.32,2006,"CHP","OCOSINGO /-/ CHP",7059,198877,0.000202738375981134,2006,7059
"965","ALCOZAUCA",5.76,2006,"GRO","ALCOZAUCA /-/ GRO",12004,18971,0.000303621316746613,2006,12004
"972","CHILPANCINGO",132.48,2006,"GRO","CHILPANCINGO /-/ GRO",12029,241717,0.000548078951832101,2006,12029
"976","HUAMUXTITLAN",5.76,2006,"GRO","HUAMUXTITLAN /-/ GRO",12033,14393,0.00040019453901202,2006,12033
"982","MALINALTEPEC",11.52,2006,"GRO","MALINALTEPEC /-/ GRO",12041,29599,0.000389202337916821,2006,12041
"987","SAN LUIS ACATLAN",28.8,2006,"GRO","SAN LUIS ACATLAN /-/ GRO",12052,42360,0.000679886685552408,2006,12052
"992","TLALIXTLAQUILLA",11.52,2006,"GRO","TLALIXTLAQUILLA /-/ GRO",12065,7096,0.00162344983089064,2006,12065
"998","CABO CORRIENTES",5.76,2006,"JAL","CABO CORRIENTES /-/ JAL",14020,10029,0.000574334430152558,2006,14020
"1001","LAZARO CARDENAS",80.64,2006,"MIC","LAZARO CARDENAS /-/ MIC",16052,178817,0.000450963834534748,2006,16052
"1002","AMACUZAC",23.04,2006,"MOR","AMACUZAC /-/ MOR",17001,17021,0.00135362199635744,2006,17001
"1003","ATLATLAHUACAN",5.76,2006,"MOR","ATLATLAHUACAN /-/ MOR",17002,18895,0.000304842550939402,2006,17002
"1004","AXOCHIAPAN",167.04,2006,"MOR","AXOCHIAPAN /-/ MOR",17003,33695,0.00495741207894346,2006,17003
"1006","CUAUTLA",288,2006,"MOR","CUAUTLA /-/ MOR",17006,175207,0.00164376994069872,2006,17006
"1008","EMILIANO ZAPATA",46.08,2006,"MOR","EMILIANO ZAPATA /-/ MOR",17008,83485,0.000551955441097203,2006,17008
"1009","JANTETELCO",5.76,2006,"MOR","JANTETELCO /-/ MOR",17010,15646,0.000368145212833951,2006,17010
"1010","JIUTEPEC",80.64,2006,"MOR","JIUTEPEC /-/ MOR",17011,196953,0.000409437784649129,2006,17011
"1012","MIACATLAN",5.76,2006,"MOR","MIACATLAN /-/ MOR",17015,24990,0.000230492196878752,2006,17015
"1014","TEMIXCO",28.8,2006,"MOR","TEMIXCO /-/ MOR",17018,108126,0.000266355918095555,2006,17018
"1015","TEPALCINGO",34.56,2006,"MOR","TEPALCINGO /-/ MOR",17019,25346,0.00136352876193482,2006,17019
"1017","TETELA DEL VOLCAN",5.76,2006,"MOR","TETELA DEL VOLCAN /-/ MOR",17022,19138,0.000300971888389591,2006,17022
"1018","TLALNEPANTLA",5.76,2006,"MOR","TLALNEPANTLA /-/ MOR",17023,6636,0.000867992766726944,2006,17023
"1019","TLALQUITENANGO",420.48,2006,"MOR","TLALQUITENANGO /-/ MOR",17025,31534,0.0133341789814169,2006,17025
"1020","TLALTIZAPAN",80.64,2006,"MOR","TLALTIZAPAN /-/ MOR",17024,48881,0.00164972075039381,2006,17024
"1022","YAUTEPEC",97.92,2006,"MOR","YAUTEPEC /-/ MOR",17029,97827,0.00100095065779386,2006,17029
"1023","YECAPIXTLA",28.8,2006,"MOR","YECAPIXTLA /-/ MOR",17030,46809,0.00061526629494328,2006,17030
"1024","ZACATEPEC",155.52,2006,"MOR","ZACATEPEC /-/ MOR",17031,35063,0.00443544477084106,2006,17031
"1025","ZACUALPAN DE AMILPAS",5.76,2006,"MOR","ZACUALPAN DE AMILPAS /-/ MOR",17032,9087,0.000633872565203037,2006,17032
"1026","BAHIA DE BANDERAS",63.36,2006,"NAY","BAHIA DE BANDERAS /-/ NAY",18020,124205,0.000510124391127571,2006,18020
"1028","EL NAYAR",11.52,2006,"NAY","EL NAYAR /-/ NAY",18009,34300,0.000335860058309038,2006,18009
"1030","RUIZ",11.52,2006,"NAY","RUIZ /-/ NAY",18011,23469,0.000490860283778602,2006,18011
"1036","ALLENDE",17.28,2006,"NLE","ALLENDE /-/ NLE",19004,32593,0.000530175190991931,2006,19004
"1037","ANAHUAC",5.76,2006,"NLE","ANAHUAC /-/ NLE",19005,18480,0.000311688311688312,2006,19005
"1046","SAN NICOLAS DE LOS GARZA",92.16,2006,"NLE","SAN NICOLAS DE LOS GARZA /-/ NLE",19046,443273,0.000207907993493851,2006,19046
"1047","CANDELARIA LOXICHA",97.92,2006,"OAX","CANDELARIA LOXICHA /-/ OAX",20012,9860,0.00993103448275862,2006,20012
"1049","EL ESPINAL",17.28,2006,"OAX","EL ESPINAL /-/ OAX",20030,8310,0.00207942238267148,2006,20030
"1051","HUAMELULA",23.04,2006,"OAX","HUAMELULA /-/ OAX",20307,9594,0.0024015009380863,2006,20307
"1053","MARTIRES DE TACUBAYA",5.76,2006,"OAX","MARTIRES DE TACUBAYA /-/ OAX",20056,1451,0.0039696760854583,2006,20056
"1055","OCOTLAN DE MORELOS",5.76,2006,"OAX","OCOTLAN DE MORELOS /-/ OAX",20068,21341,0.000269903003608078,2006,20068
"1057","PLUMA HIDALGO",11.52,2006,"OAX","PLUMA HIDALGO /-/ OAX",20071,3060,0.00376470588235294,2006,20071
"1059","SAN AGUSTIN ETLA",5.76,2006,"OAX","SAN AGUSTIN ETLA /-/ OAX",20084,3893,0.00147957873105574,2006,20084
"1060","SAN AGUSTIN LOXICHA",5.76,2006,"OAX","SAN AGUSTIN LOXICHA /-/ OAX",20085,22565,0.000255262574783957,2006,20085
"1061","SAN ANDRES HUAXPALTEPEC",5.76,2006,"OAX","SAN ANDRES HUAXPALTEPEC /-/ OAX",20090,5867,0.000981762399863644,2006,20090
"1062","SAN ANTONIO DE LA CAL",5.76,2006,"OAX","SAN ANTONIO DE LA CAL /-/ OAX",20107,21456,0.000268456375838926,2006,20107
"1065","SAN JACINTO AMILPAS",5.76,2006,"OAX","SAN JACINTO AMILPAS /-/ OAX",20157,13860,0.000415584415584416,2006,20157
"1066","SAN JOSE ESTANCIA GRANDE",5.76,2006,"OAX","SAN JOSE ESTANCIA GRANDE /-/ OAX",20168,977,0.00589559877175026,2006,20168
"1067","SAN JUAN BAUTISTA LO DE SOTO",28.8,2006,"OAX","SAN JUAN BAUTISTA LO DE SOTO /-/ OAX",20180,2325,0.0123870967741935,2006,20180
"1069","SAN JUAN CACAHUATEPEC",40.32,2006,"OAX","SAN JUAN CACAHUATEPEC /-/ OAX",20185,8680,0.00464516129032258,2006,20185
"1070","SAN JUAN COLORADO",5.76,2006,"OAX","SAN JUAN COLORADO /-/ OAX",20188,9494,0.000606698967769117,2006,20188
"1071","SAN JUAN LACHAO",5.76,2006,"OAX","SAN JUAN LACHAO /-/ OAX",20202,4531,0.00127124255131318,2006,20202
"1074","SAN MIGUEL TLACAMAMA",5.76,2006,"OAX","SAN MIGUEL TLACAMAMA /-/ OAX",20285,3386,0.00170112226816302,2006,20285
"1076","SAN PEDRO JUCHATENGO",5.76,2006,"OAX","SAN PEDRO JUCHATENGO /-/ OAX",20314,1693,0.00340224453632605,2006,20314
"1080","SAN SEBASTIAN TUTLA",5.76,2006,"OAX","SAN SEBASTIAN TUTLA /-/ OAX",20350,16241,0.000354657964411058,2006,20350
"1081","SANTA CATARINA MECHOACAN",5.76,2006,"OAX","SANTA CATARINA MECHOACAN /-/ OAX",20367,4543,0.00126788465771517,2006,20367
"1083","SANTA LUCIA DEL CAMINO",11.52,2006,"OAX","SANTA LUCIA DEL CAMINO /-/ OAX",20390,47356,0.000243263789171383,2006,20390
"1086","SANTA MARIA HUAZOLOTITLAN",11.52,2006,"OAX","SANTA MARIA HUAZOLOTITLAN /-/ OAX",20414,10794,0.00106725958866037,2006,20414
"1090","SANTIAGO LLANO GRANDE",17.28,2006,"OAX","SANTIAGO LLANO GRANDE /-/ OAX",20474,3260,0.00530061349693252,2006,20474
"1092","SANTO DOMINGO DE MORELOS",5.76,2006,"OAX","SANTO DOMINGO DE MORELOS /-/ OAX",20509,10547,0.000546126860718688,2006,20509
"1094","SANTOS REYES NOPALA",5.76,2006,"OAX","SANTOS REYES NOPALA /-/ OAX",20526,15986,0.000360315275866383,2006,20526
"1097","ATZALA",5.76,2006,"PUE","ATZALA /-/ PUE",21021,1228,0.00469055374592834,2006,21021
"1098","CHIETLA",28.8,2006,"PUE","CHIETLA /-/ PUE",21051,33935,0.000848681302490054,2006,21051
"1099","IZUCAR DE MATAMOROS",17.28,2006,"PUE","IZUCAR DE MATAMOROS /-/ PUE",21085,72799,0.000237365897883213,2006,21085
"1100","PIAXTLA",11.52,2006,"PUE","PIAXTLA /-/ PUE",21113,4585,0.00251254089422028,2006,21113
"1103","COZUMEL",69.12,2006,"ROO","COZUMEL /-/ ROO",23001,79535,0.000869051361036022,2006,23001
"1105","ISLA MUJERES",17.28,2006,"ROO","ISLA MUJERES /-/ ROO",23003,16203,0.00106646917237549,2006,23003
"1106","JOSE MARIA MORELOS",17.28,2006,"ROO","JOSE MARIA MORELOS /-/ ROO",23006,36179,0.000477625141656762,2006,23006
"1110","COXCATLAN",5.76,2006,"SLP","COXCATLAN /-/ SLP",24014,17015,0.000338524831031443,2006,24014
"1112","HUEHUETLAN",5.76,2006,"SLP","HUEHUETLAN /-/ SLP",24018,15311,0.000376200117562537,2006,24018
"1115","TAMUIN",11.52,2006,"SLP","TAMUIN /-/ SLP",24040,37956,0.000303509326588682,2006,24040
"1116","TANLAJAS",11.52,2006,"SLP","TANLAJAS /-/ SLP",24041,19312,0.000596520298260149,2006,24041
"1131","LLERA",5.76,2006,"TAM","LLERA /-/ TAM",28019,17333,0.000332314082963134,2006,28019
"1139","VILLA ALDAMA",5.76,2006,"TAM","VILLA ALDAMA /-/ TAM",30194,10851,0.000530826651921482,2006,30194
