"","Municipality","Ann_cases","Year","State","MunDetailed","GAUL_CODE","Pop","Total_incid","year","GAUL_A2"
"5031","SAN MARCOS ARTEAGA",3,2012,"OAX","SAN MARCOS ARTEAGA /-/ OAX",20237,1557,0.00192678227360308,2012,20237
"5032","SAN MATEO TLAPILTEPEC",1,2012,"OAX","SAN MATEO TLAPILTEPEC /-/ OAX",20256,234,0.00427350427350427,2012,20256
"5033","SAN MIGUEL CHIMALAPA",11,2012,"OAX","SAN MIGUEL CHIMALAPA /-/ OAX",20265,6608,0.00166464891041162,2012,20265
"5037","SAN PEDRO APOSTOL",2,2012,"OAX","SAN PEDRO APOSTOL /-/ OAX",20301,1544,0.00129533678756477,2012,20301
"5049","SANTA ANA ZEGACHE",1,2012,"OAX","SANTA ANA ZEGACHE /-/ OAX",20360,3592,0.000278396436525612,2012,20360
"5066","SANTA MARIA TEMAXCALTEPEC",1,2012,"OAX","SANTA MARIA TEMAXCALTEPEC /-/ OAX",20433,2595,0.000385356454720617,2012,20433
"5070","SANTIAGO CAMOTLAN  OAX",1,2012,"OAX","SANTIAGO CAMOTLAN  OAX /-/ OAX",20457,3395,0.000294550810014728,2012,20457
"5074","SANTIAGO LACHIGUIRI",1,2012,"OAX","SANTIAGO LACHIGUIRI /-/ OAX",20470,4693,0.00021308331557639,2012,20470
"5081","SANTO DOMINGO CHIHUITAN",2,2012,"OAX","SANTO DOMINGO CHIHUITAN /-/ OAX",20508,1521,0.00131492439184747,2012,20508
"5087","SANTO TOMAS JALIEZA",1,2012,"OAX","SANTO TOMAS JALIEZA /-/ OAX",20530,3385,0.000295420974889217,2012,20530
"5129","SAN MIGUEL IXITLAN",1,2012,"PUE","SAN MIGUEL IXITLAN /-/ PUE",21135,586,0.00170648464163823,2012,21135
"5131","TECOMATLAN",9,2012,"PUE","TECOMATLAN /-/ PUE",21155,5420,0.00166051660516605,2012,21155
"5134","TENAMPULCO",25,2012,"PUE","TENAMPULCO /-/ PUE",21158,6772,0.00369167158889545,2012,21158
"5145","TOLTOLTEPEC DE GUERRERO",1,2012,"PUE","TOLTOLTEPEC DE GUERRERO /-/ PUE",21190,1155,0.000865800865800866,2012,21190
"5174","GUADALCAZAR",24,2012,"SLP","GUADALCAZAR /-/ SLP",24017,25985,0.000923609774870117,2012,24017
"5260","VILLAGRAN TAM",10,2012,"TAM","VILLAGRAN TAM /-/ TAM",28042,6316,0.00158328055731476,2012,28042
"5285","CHICONAMEL",3,2012,"VER","CHICONAMEL /-/ VER",30056,6752,0.000444312796208531,2012,30056
"5326","JALCOMULCO",10,2012,"VER","JALCOMULCO /-/ VER",30088,4940,0.00202429149797571,2012,30088
"5338","MIAHUATLAN",1,2012,"VER","MIAHUATLAN /-/ VER",30106,4429,0.000225784601490178,2012,30106
"5365","RAFAEL DELGADO",5,2012,"VER","RAFAEL DELGADO /-/ VER",30135,20245,0.000246974561620153,2012,30135
"5379","TAMPICO ALTO",3,2012,"VER","TAMPICO ALTO /-/ VER",30152,12242,0.000245057997059304,2012,30152
"5398","TLALTETELA",28,2012,"VER","TLALTETELA /-/ VER",30024,14613,0.00191610210086909,2012,30024
"5461","MAYAPAN",20,2012,"YUC","MAYAPAN /-/ YUC",31049,3269,0.00611807892321811,2012,31049
"5514","TABASCO",36,2012,"ZAC","TABASCO /-/ ZAC",32044,15656,0.00229943791517629,2012,32044
"5560","GRANDEZA LA  CHIAPAS",2,2013,"CHP","GRANDEZA LA  CHIAPAS /-/ CHP",7036,7272,0.000275027502750275,2013,7036
"5567","IXTAPANGAJOYA",5,2013,"CHP","IXTAPANGAJOYA /-/ CHP",7045,5478,0.000912741876597298,2013,7045
"5579","MONTECRISTO DE GUERRERO",4,2013,"CHP","MONTECRISTO DE GUERRERO /-/ CHP",7117,6900,0.000579710144927536,2013,7117
"5590","PORVENIR EL CHIAPAS",4,2013,"CHP","PORVENIR EL CHIAPAS /-/ CHP",7070,13201,0.000303007347928187,2013,7070
"5616","TUMBALA",17,2013,"CHP","TUMBALA /-/ CHP",7100,31723,0.000535888787315197,2013,7100
"5628","ACUÑA",732,2013,"COA","ACUNA /-/ COA",5002,136755,0.00535263792914336,2013,5002
"5632","JIMENEZ",5,2013,"COA","JIMENEZ /-/ COA",5014,9935,0.000503271263210871,2013,5014
"5633","JUAREZ",1,2013,"COA","JUAREZ /-/ COA",5015,1599,0.000625390869293308,2013,5015
"5637","OCAMPO",5,2013,"COA","OCAMPO /-/ COA",5023,10991,0.000454917659903557,2013,5023
"5743","LOLOTLA HGO",2,2013,"HID","LOLOTLA HGO /-/ HID",13034,9843,0.000203190084323885,2013,13034
"5748","TEPEHUACAN DE GUERRERO HGO",25,2013,"HID","TEPEHUACAN DE GUERRERO HGO /-/ HID",13062,29125,0.000858369098712446,2013,13062
"5766","EL SALTO  JAL",30,2013,"JAL","EL SALTO  JAL /-/ JAL",14070,138226,0.000217035868794583,2013,14070
"5770","GUADALAJARA  JAL",609,2013,"JAL","GUADALAJARA  JAL /-/ JAL",14039,1495189,0.000407306367288684,2013,14039
"5782","OCOTLAN",209,2013,"JAL","OCOTLAN /-/ JAL",14063,92967,0.00224810954424688,2013,14063
"5826","CHAVINDA",3,2013,"MIC","CHAVINDA /-/ MIC",16023,9975,0.000300751879699248,2013,16023
"5838","JUNGAPEO",35,2013,"MIC","JUNGAPEO /-/ MIC",16047,19986,0.00175122585810067,2013,16047
"5850","SUSUPUATO",2,2013,"MIC","SUSUPUATO /-/ MIC",16081,8704,0.000229779411764706,2013,16081
"5851","TACAMBARO",19,2013,"MIC","TACAMBARO /-/ MIC",16082,69955,0.000271603173468658,2013,16082
"5861","VENUSTIANO CARRANZA MICH",6,2013,"MIC","VENUSTIANO CARRANZA MICH /-/ MIC",16103,23457,0.000255787185062028,2013,16103
"5922","ARAMBERRI",7,2013,"NLE","ARAMBERRI /-/ NLE",19007,15470,0.000452488687782805,2013,19007
"5928","CIENEGA DE FLORES",10,2013,"NLE","CIENEGA DE FLORES /-/ NLE",19012,24526,0.000407730571638261,2013,19012
"5933","GARCIA",52,2013,"NLE","GARCIA /-/ NLE",19018,143668,0.000361945596792605,2013,19018
"5938","GENERAL ZUAZUA",13,2013,"NLE","GENERAL ZUAZUA /-/ NLE",19025,55213,0.000235451795772735,2013,19025
"5944","JUAREZ  NVO LEON",143,2013,"NLE","JUAREZ  NVO LEON /-/ NLE",19031,256970,0.000556485192824065,2013,19031
"5958","SAN PEDRO GARZA GARCIA",49,2013,"NLE","SAN PEDRO GARZA GARCIA /-/ NLE",19019,122659,0.000399481489332214,2013,19019
"5969","CUILAPAM DE GUERRERO",4,2013,"OAX","CUILAPAM DE GUERRERO /-/ OAX",20023,18428,0.000217060994139353,2013,20023
"5971","ELOXOCHITLAN DE FLORES MAGON",1,2013,"OAX","ELOXOCHITLAN DE FLORES MAGON /-/ OAX",20029,4263,0.000234576589256392,2013,20029
"5978","HUAJUAPAM DE LEON",38,2013,"OAX","HUAJUAPAM DE LEON /-/ OAX",20039,69839,0.000544108592620169,2013,20039
"6002","SAN ANDRES HUAYAPAM",1,2013,"OAX","SAN ANDRES HUAYAPAM /-/ OAX",20091,4879,0.000204960032793605,2013,20091
"6005","SAN ANTONIO NANAHUATIPAM",10,2013,"OAX","SAN ANTONIO NANAHUATIPAM /-/ OAX",20109,1233,0.008110300081103,2013,20109
"6014","SAN FRANCISCO CAHUACUA",2,2013,"OAX","SAN FRANCISCO CAHUACUA /-/ OAX",20137,3427,0.000583600817041144,2013,20137
"6022","SAN JUAN BAUTISTA GUELACHE",2,2013,"OAX","SAN JUAN BAUTISTA GUELACHE /-/ OAX",20178,6287,0.000318116748846827,2013,20178
"6029","SAN JUAN DE LOS CUES",1,2013,"OAX","SAN JUAN DE LOS CUES /-/ OAX",20206,2357,0.000424268137462877,2013,20206
"6034","SAN JUAN TEPEUXILA",1,2013,"OAX","SAN JUAN TEPEUXILA /-/ OAX",20220,2773,0.000360620266858997,2013,20220
"6036","SAN MARTIN TOXPALAN",3,2013,"OAX","SAN MARTIN TOXPALAN /-/ OAX",20244,3669,0.000817661488143908,2013,20244
"6042","SAN MIGUEL EJUTLA",1,2013,"OAX","SAN MIGUEL EJUTLA /-/ OAX",20268,916,0.00109170305676856,2013,20268
"6044","SAN PABLO HUITZO",2,2013,"OAX","SAN PABLO HUITZO /-/ OAX",20294,6307,0.000317107975265578,2013,20294
"6061","SAN VICENTE LACHIXIO",1,2013,"OAX","SAN VICENTE LACHIXIO /-/ OAX",20535,2976,0.000336021505376344,2013,20535
"6064","SANTA CRUZ MIXTEPEC",2,2013,"OAX","SANTA CRUZ MIXTEPEC /-/ OAX",20378,3615,0.000553250345781466,2013,20378
"6067","SANTA INES DEL MONTE",1,2013,"OAX","SANTA INES DEL MONTE /-/ OAX",20388,2535,0.000394477317554241,2013,20388
"6083","SANTA MARIA TEXCATITLAN",1,2013,"OAX","SANTA MARIA TEXCATITLAN /-/ OAX",20436,1113,0.000898472596585804,2013,20436
"6087","SANTA MARIA ZOQUITLAN",14,2013,"OAX","SANTA MARIA ZOQUITLAN /-/ OAX",20449,3359,0.00416790711521286,2013,20449
"6096","SANTIAGO TAPEXTLA",1,2013,"OAX","SANTIAGO TAPEXTLA /-/ OAX",20485,3031,0.000329924117452986,2013,20485
"6097","SANTIAGO TLAZOYALTEPEC",1,2013,"OAX","SANTIAGO TLAZOYALTEPEC /-/ OAX",20494,4894,0.000204331834899877,2013,20494
"6100","SANTO DOMINGO ARMENTA",5,2013,"OAX","SANTO DOMINGO ARMENTA /-/ OAX",20507,3224,0.00155086848635236,2013,20507
"6108","SOLEDAD ETLA",2,2013,"OAX","SOLEDAD ETLA /-/ OAX",20539,5025,0.000398009950248756,2013,20539
"6116","VALERIO TRUJANO",2,2013,"OAX","VALERIO TRUJANO /-/ OAX",20558,1543,0.00129617627997408,2013,20558
"6117","VILLA DE ZAACHILA",12,2013,"OAX","VILLA DE ZAACHILA /-/ OAX",20565,34101,0.000351895838831706,2013,20565
"6157","TEHUACAN",61,2013,"PUE","TEHUACAN /-/ PUE",21156,274906,0.00022189402923181,2013,21156
"6186","CERRITOS",7,2013,"SLP","CERRITOS /-/ SLP",24008,21394,0.000327194540525381,2013,24008
"6187","CIUDAD DEL MAIZ",9,2013,"SLP","CIUDAD DEL MAIZ /-/ SLP",24010,31323,0.000287328799923379,2013,24010
"6197","RIOVERDE",47,2013,"SLP","RIOVERDE /-/ SLP",24024,91924,0.000511291936817371,2013,24024
"6200","SAN CIRO DE ACOSTA",3,2013,"SLP","SAN CIRO DE ACOSTA /-/ SLP",24027,10171,0.000294956248156523,2013,24027
"6225","MOCORITO",24,2013,"SIN","MOCORITO /-/ SIN",25013,45847,0.000523480271337274,2013,25013
"6241","HUEPAC",1,2013,"SON","HUEPAC /-/ SON",26034,1154,0.000866551126516464,2013,26034
"6267","BUSTAMANTE TAM",2,2013,"TAM","BUSTAMANTE TAM /-/ TAM",28006,7636,0.000261917234154007,2013,28006
"6270","CRUILLAS",1,2013,"TAM","CRUILLAS /-/ TAM",28010,2011,0.000497265042267529,2013,28010
"6281","MENDEZ",1,2013,"TAM","MENDEZ /-/ TAM",28023,4530,0.00022075055187638,2013,28023
"6283","MIQUIHUANA",1,2013,"TAM","MIQUIHUANA /-/ TAM",28026,3514,0.000284575981787137,2013,28026
"6285","NUEVO MORELOS",1,2013,"TAM","NUEVO MORELOS /-/ TAM",28028,3381,0.000295770482105886,2013,28028
"6292","SAN NICOLAS",16,2013,"TAM","SAN NICOLAS /-/ TAM",28036,1031,0.0155189136760427,2013,28036
"6295","TULA",11,2013,"TAM","TULA /-/ TAM",28039,27572,0.000398955462062962,2013,28039
"6343","CUITLAHUAC",12,2013,"VER","CUITLAHUAC /-/ VER",30053,26265,0.000456881781838949,2013,30053
"6368","MARIANO ESCOBEDO",8,2013,"VER","MARIANO ESCOBEDO /-/ VER",30101,33941,0.000235703131905365,2013,30101
"6419","TEPATLAXCO",2,2013,"VER","TEPATLAXCO /-/ VER",30165,8249,0.00024245363074312,2013,30165
"6430","TLILAPAN",7,2013,"VER","TLILAPAN /-/ VER",30185,4879,0.00143472022955524,2013,30185
"6605","OSUMACINTA",1,2014,"CHP","OSUMACINTA /-/ CHP",7063,3792,0.000263713080168776,2014,7063
"6647","SALTILLO",161,2014,"COA","SALTILLO /-/ COA",5030,725123,0.000222031296759308,2014,5030
"6663","SAN DIMAS",37,2014,"DUR","SAN DIMAS /-/ DUR",10026,19691,0.0018790310294043,2014,10026
"6731","CHAPULHUACAN",6,2014,"HID","CHAPULHUACAN /-/ HID",13018,22402,0.000267833229175966,2014,13018
"6766","IXTLAHUACAN DEL RIO",4,2014,"JAL","IXTLAHUACAN DEL RIO /-/ JAL",14045,19005,0.000210470928702973,2014,14045
"6767","JAMAY",7,2014,"JAL","JAMAY /-/ JAL",14047,22881,0.00030593068484769,2014,14047
"6782","TIZAPAN EL ALTO  JAL",10,2014,"JAL","TIZAPAN EL ALTO  JAL /-/ JAL",14096,20857,0.000479455338735197,2014,14096
"6810","COJUMATLAN DE REGULES",20,2014,"MIC","COJUMATLAN DE REGULES /-/ MIC",16074,9980,0.00200400801603206,2014,16074
"6823","PAJACUARAN",65,2014,"MIC","PAJACUARAN /-/ MIC",16062,19450,0.00334190231362468,2014,16062
"6935","ANIMAS TRUJANO",4,2014,"OAX","ANIMAS TRUJANO /-/ OAX",20174,3759,0.00106411279595637,2014,20174
"6969","SAN ANDRES ZAUTLA",1,2014,"OAX","SAN ANDRES ZAUTLA /-/ OAX",20102,4405,0.000227014755959137,2014,20102
"6971","SAN ANTONINO EL ALTO",1,2014,"OAX","SAN ANTONINO EL ALTO /-/ OAX",20104,2508,0.000398724082934609,2014,20104
"6973","SAN BARTOLO COYOTEPEC",17,2014,"OAX","SAN BARTOLO COYOTEPEC /-/ OAX",20115,8684,0.00195762321510824,2014,20115
"6983","SAN FRANCISCO SOLA",2,2014,"OAX","SAN FRANCISCO SOLA /-/ OAX",20149,1509,0.00132538104705103,2014,20149
"6987","SAN JUAN ATEPEC",1,2014,"OAX","SAN JUAN ATEPEC /-/ OAX",20173,1517,0.000659195781147001,2014,20173
"6997","SAN JUAN GUELAVIA",1,2014,"OAX","SAN JUAN GUELAVIA /-/ OAX",20197,3047,0.000328191663931736,2014,20197
"7000","SAN JUAN LACHIGALLA",1,2014,"OAX","SAN JUAN LACHIGALLA /-/ OAX",20203,3285,0.00030441400304414,2014,20203
"7003","SAN JUAN TEITIPAC",1,2014,"OAX","SAN JUAN TEITIPAC /-/ OAX",20219,2565,0.000389863547758285,2014,20219
"7006","SAN LORENZO VICTORIA",3,2014,"OAX","SAN LORENZO VICTORIA /-/ OAX",20230,1007,0.00297914597815293,2014,20230
"7008","SAN MARTIN LACHILA",3,2014,"OAX","SAN MARTIN LACHILA /-/ OAX",20241,1084,0.00276752767527675,2014,20241
"7021","SAN PEDRO MARTIR",1,2014,"OAX","SAN PEDRO MARTIR /-/ OAX",20315,1711,0.000584453535943892,2014,20315
"7028","SAN PEDRO Y SAN PABLO TEQUIXTEPEC",1,2014,"OAX","SAN PEDRO Y SAN PABLO TEQUIXTEPEC /-/ OAX",20340,1878,0.00053248136315229,2014,20340
"7029","SAN RAYMUNDO JALPAN",1,2014,"OAX","SAN RAYMUNDO JALPAN /-/ OAX",20342,2079,0.000481000481000481,2014,20342
"7032","SAN SIMON ZAHUATLAN",1,2014,"OAX","SAN SIMON ZAHUATLAN /-/ OAX",20352,3833,0.00026089225150013,2014,20352
"7034","SANTA CATARINA IXTEPEJI",2,2014,"OAX","SANTA CATARINA IXTEPEJI /-/ OAX",20363,2633,0.000759589821496392,2014,20363
"7036","SANTA CATARINA LACHATAO",1,2014,"OAX","SANTA CATARINA LACHATAO /-/ OAX",20365,1307,0.000765110941086458,2014,20365
"7041","SANTA GERTRUDIS",1,2014,"OAX","SANTA GERTRUDIS /-/ OAX",20387,2858,0.000349895031490553,2014,20387
"7043","SANTA MARIA ALOTEPEC",1,2014,"OAX","SANTA MARIA ALOTEPEC /-/ OAX",20394,2778,0.000359971202303816,2014,20394
"7049","SANTA MARIA GUELACE",1,2014,"OAX","SANTA MARIA GUELACE /-/ OAX",20411,816,0.00122549019607843,2014,20411
"7059","SANTIAGO APOSTOL",1,2014,"OAX","SANTIAGO APOSTOL /-/ OAX",20452,4220,0.00023696682464455,2014,20452
"7061","SANTIAGO AYUQUILILLA",1,2014,"OAX","SANTIAGO AYUQUILILLA /-/ OAX",20455,2748,0.000363901018922853,2014,20455
"7073","SANTO DOMINGO TOMALTEPEC",1,2014,"OAX","SANTO DOMINGO TOMALTEPEC /-/ OAX",20519,2790,0.0003584229390681,2014,20519
"7087","VILLA DIAZ ORDAZ",3,2014,"OAX","VILLA DIAZ ORDAZ /-/ OAX",20560,6174,0.000485908649173955,2014,20560
"7089","ZAPOTITLAN DEL RIO",1,2014,"OAX","ZAPOTITLAN DEL RIO /-/ OAX",20566,3034,0.0003295978905735,2014,20566
"7090","ZAPOTITLAN LAGUNAS",1,2014,"OAX","ZAPOTITLAN LAGUNAS /-/ OAX",20567,3133,0.000319182891797,2014,20567
"7091","ZIMATLAN DE ALVAREZ",11,2014,"OAX","ZIMATLAN DE ALVAREZ /-/ OAX",20570,19215,0.000572469424928441,2014,20570
"7094","AHUEHUETITLA",5,2014,"PUE","AHUEHUETITLA /-/ PUE",21009,2008,0.00249003984063745,2014,21009
"7104","CUETZALAN DEL PROGRESO",12,2014,"PUE","CUETZALAN DEL PROGRESO /-/ PUE",21043,47433,0.000252988425779521,2014,21043
"7110","HUITZILAN DE SERDAN",4,2014,"PUE","HUITZILAN DE SERDAN /-/ PUE",21078,13982,0.000286082105564297,2014,21078
"7114","JONOTLA PUEBLA",1,2014,"PUE","JONOTLA PUEBLA /-/ PUE",21088,4598,0.000217485863418878,2014,21088
"7123","SAN SEBASTIAN TLACOTEPEC",3,2014,"PUE","SAN SEBASTIAN TLACOTEPEC /-/ PUE",21145,13534,0.00022166395744052,2014,21145
"7144","ZONGOZOTLA",1,2014,"PUE","ZONGOZOTLA /-/ PUE",21215,4599,0.000217438573602957,2014,21215
"7145","ZOQUIAPAN",3,2014,"PUE","ZOQUIAPAN /-/ PUE",21216,2639,0.00113679424024252,2014,21216
"7166","RAYON SLP",4,2014,"SLP","RAYON SLP /-/ SLP",24023,15707,0.000254663525816515,2014,24023
"7202","ARIVECHI",1,2014,"SON","ARIVECHI /-/ SON",26005,1253,0.000798084596967279,2014,26005
"7206","CABORCA",121,2014,"SON","CABORCA /-/ SON",26017,81309,0.00148815014328057,2014,26017
"7211","ETCHOJOA",62,2014,"SON","ETCHOJOA /-/ SON",26026,60717,0.00102113082003393,2014,26026
"7215","MAGDALENA",8,2014,"SON","MAGDALENA /-/ SON",26036,29707,0.000269296798734305,2014,26036
"7221","PUERTO PEÑASCO",27,2014,"SON","PUERTO PENASCO /-/ SON",26048,57342,0.000470859056189181,2014,26048
"7223","ROSARIO SON",7,2014,"SON","ROSARIO SON /-/ SON",26051,5226,0.00133945656333716,2014,26051
"7225","SAN JAVIER",3,2014,"SON","SAN JAVIER /-/ SON",26054,492,0.00609756097560976,2014,26054
"7226","SAN LUIS RIO COLORADO",55,2014,"SON","SAN LUIS RIO COLORADO /-/ SON",26055,178380,0.000308330530328512,2014,26055
"7228","SANTA ANA",11,2014,"SON","SANTA ANA /-/ SON",26058,16014,0.000686898963407019,2014,26058
"7229","SARIC",1,2014,"SON","SARIC /-/ SON",26060,2703,0.000369959304476508,2014,26060
"7453","CALVILLO",24,2015,"AGU","CALVILLO /-/ AGU",1003,54136,0.00044332791488104,2015,1003
"7454","MEXICALI",235,2015,"BCN","MEXICALI /-/ BCN",2002,936826,0.000250847008942963,2015,2002
"7529","SILTEPEC CHIAPAS",10,2015,"CHP","SILTEPEC CHIAPAS /-/ CHP",7080,38143,0.000262171302729203,2015,7080
"7552","CHINIPAS",6,2015,"CHH","CHINIPAS /-/ CHH",8020,8441,0.000710816253998341,2015,8020
"7556","FRONTERA",20,2015,"COA","FRONTERA /-/ COA",5010,75215,0.000265904407365552,2015,5010
"7580","LERDO",32,2015,"DUR","LERDO /-/ DUR",10012,141043,0.000226881163900371,2015,10012
"7581","MEZQUITAL",54,2015,"DUR","MEZQUITAL /-/ DUR",10014,33396,0.00161696011498383,2015,10014
"7582","TAMAZULA",28,2015,"DUR","TAMAZULA /-/ DUR",10034,26368,0.0010618932038835,2015,10034
"7644","ZIHUATANEJO DE AZUETA",52,2015,"GRO","ZIHUATANEJO DE AZUETA /-/ GRO",12038,118211,0.000439891380666774,2015,12038
"7655","TIANGUISTENGO HGO",16,2015,"HID","TIANGUISTENGO HGO /-/ HID",13068,14037,0.00113984469616015,2015,13068
"7668","BOLAÑOS",3,2015,"JAL","BOLANOS /-/ JAL",14019,6820,0.000439882697947214,2015,14019
"7680","ETZATLAN",5,2015,"JAL","ETZATLAN /-/ JAL",14036,18632,0.000268355517389438,2015,14036
"7694","MEXTICACAN",2,2015,"JAL","MEXTICACAN /-/ JAL",14060,6034,0.000331455087835598,2015,14060
"7700","SAN MARCOS JAL",1,2015,"JAL","SAN MARCOS JAL /-/ JAL",14075,3762,0.00026581605528974,2015,14075
"7701","SAN MARTIN DE BOLAÑOS",1,2015,"JAL","SAN MARTIN DE BOLANOS /-/ JAL",14076,3405,0.000293685756240822,2015,14076
"7723","UNION DE TULA",3,2015,"JAL","UNION DE TULA /-/ JAL",14110,13737,0.000218388294387421,2015,14110
"7732","AMATEPEC",8,2015,"MEX","AMATEPEC /-/ MEX",15008,26334,0.000303789777473988,2015,15008
"7754","ECUANDUREO",6,2015,"MIC","ECUANDUREO /-/ MIC",16030,12855,0.000466744457409568,2015,16030
"7765","MORELIA",327,2015,"MIC","MORELIA /-/ MIC",16053,729279,0.000448388065472885,2015,16053
"7799","ZINAPARO",1,2015,"MIC","ZINAPARO /-/ MIC",16109,3247,0.000307976593778873,2015,16109
"7903","SAN ANDRES IXTLAHUACA",1,2015,"OAX","SAN ANDRES IXTLAHUACA /-/ OAX",20092,1439,0.000694927032661571,2015,20092
"7904","SAN ANDRES TEOTILALPAM",1,2015,"OAX","SAN ANDRES TEOTILALPAM /-/ OAX",20098,4427,0.000225886604924328,2015,20098
"7965","TATALTEPEC DE VALDES",14,2015,"OAX","TATALTEPEC DE VALDES /-/ OAX",20543,5561,0.00251753281783852,2015,20543
"7970","VILLA DE ETLA",2,2015,"OAX","VILLA DE ETLA /-/ OAX",20338,9280,0.00021551724137931,2015,20338
"7979","AXUTLA",1,2015,"PUE","AXUTLA /-/ PUE",21024,947,0.00105596620908131,2015,21024
"7981","CAXHUACAN",1,2015,"PUE","CAXHUACAN /-/ PUE",21029,3791,0.000263782643102084,2015,21029
"8000","SAN FELIPE TEPATLAN",1,2015,"PUE","SAN FELIPE TEPATLAN /-/ PUE",21123,4120,0.000242718446601942,2015,21123
"8003","SAN MARTIN TOTOLTEPEC",1,2015,"PUE","SAN MARTIN TOTOLTEPEC /-/ PUE",21133,651,0.00153609831029186,2015,21133
"8010","TEOPANTLAN",14,2015,"PUE","TEOPANTLAN /-/ PUE",21159,4024,0.00347912524850895,2015,21159
"8015","TLAOLA",9,2015,"PUE","TLAOLA /-/ PUE",21183,19826,0.000453949359427015,2015,21183
"8022","XICOTLAN",1,2015,"PUE","XICOTLAN /-/ PUE",21198,1241,0.0008058017727639,2015,21198
"8083","ATIL",5,2015,"SON","ATIL /-/ SON",26007,625,0.008,2015,26007
"8089","COLORADA LA",1,2015,"SON","COLORADA LA /-/ SON",26021,1663,0.000601322910402886,2015,26021
"8094","HUASABAS",1,2015,"SON","HUASABAS /-/ SON",26032,962,0.00103950103950104,2015,26032
"8097","MAZATAN",3,2015,"SON","MAZATAN /-/ SON",26037,1350,0.00222222222222222,2015,26037
"8108","SAN PEDRO DE LA CUEVA",1,2015,"SON","SAN PEDRO DE LA CUEVA /-/ SON",26057,1604,0.000623441396508728,2015,26057
"8110","SOYOPA",1,2015,"SON","SOYOPA /-/ SON",26061,1284,0.000778816199376947,2015,26061
"8202","ILAMATLAN",5,2015,"VER","ILAMATLAN /-/ VER",30076,13575,0.000368324125230203,2015,30076
"8374","APOZOL",2,2015,"ZAC","APOZOL /-/ ZAC",32001,6314,0.00031675641431739,2015,32001
"8375","HUANUSCO",3,2015,"ZAC","HUANUSCO /-/ ZAC",32018,4306,0.000696702275894101,2015,32018
"8376","JALPA",189,2015,"ZAC","JALPA /-/ ZAC",32019,23557,0.00802309292354714,2015,32019
"8377","JUCHIPILA",11,2015,"ZAC","JUCHIPILA /-/ ZAC",32023,12284,0.000895473787040052,2015,32023
"8378","MOYAHUA DE ESTRADA",1,2015,"ZAC","MOYAHUA DE ESTRADA /-/ ZAC",32033,4563,0.000219154065307911,2015,32033
"8380","SANTA MARIA DE LA PAZ",1,2015,"ZAC","SANTA MARIA DE LA PAZ /-/ ZAC",32058,2821,0.000354484225451967,2015,32058
"8468","CANDELA",1,2016,"COA","CANDELA /-/ COA",5005,1808,0.000553097345132743,2016,5005
"8469","CASTAdOS",12,2016,"COA","CASTAdOS /-/ COA",5006,25892,0.000463463618105979,2016,5006
"8474","LAMADRID",2,2016,"COA","LAMADRID /-/ COA",5016,1835,0.00108991825613079,2016,5016
"8476","MONCLOVA",44,2016,"COA","MONCLOVA /-/ COA",5018,216206,0.000203509615829348,2016,5018
"8478","NADADORES",2,2016,"COA","NADADORES /-/ COA",5021,6335,0.000315706393054459,2016,5021
"8595","HUAZALINGO HGO",24,2016,"HID","HUAZALINGO HGO /-/ HID",13026,12779,0.00187808122701307,2016,13026
"8598","PISAFLORES",4,2016,"HID","PISAFLORES /-/ HID",13049,18244,0.000219250164437623,2016,13049
"8615","CHAPALA JAL",33,2016,"JAL","CHAPALA JAL /-/ JAL",14030,48839,0.000675689510432237,2016,14030
"8628","IXTLAHUACAN DE LOS MEMBRILLOS",15,2016,"JAL","IXTLAHUACAN DE LOS MEMBRILLOS /-/ JAL",14044,41060,0.000365319045299562,2016,14044
"8631","JOCOTEPEC JAL",23,2016,"JAL","JOCOTEPEC JAL /-/ JAL",14050,42164,0.000545489042785314,2016,14050
"8632","JUANACATLAN    JAL",5,2016,"JAL","JUANACATLAN    JAL /-/ JAL",14051,13218,0.000378272053260705,2016,14051
"8637","MIXTLAN",1,2016,"JAL","MIXTLAN /-/ JAL",14062,3574,0.000279798545047566,2016,14062
"8640","PONCITLAN",21,2016,"JAL","PONCITLAN /-/ JAL",14066,48408,0.000433812592959841,2016,14066
"8653","TECOLOTLAN",6,2016,"JAL","TECOLOTLAN /-/ JAL",14088,16573,0.000362034634646715,2016,14088
"8673","ZACOALCO DE TORRES",27,2016,"JAL","ZACOALCO DE TORRES /-/ JAL",14119,27901,0.000967707250636178,2016,14119
"8741","URUAPAN",257,2016,"MIC","URUAPAN /-/ MIC",16102,315350,0.000814967496432535,2016,16102
"8748","ZIRACUARETIRO",6,2016,"MIC","ZIRACUARETIRO /-/ MIC",16111,15222,0.000394166338194718,2016,16111
"8869","SAN MIGUEL AHUEHUETITLAN",1,2016,"OAX","SAN MIGUEL AHUEHUETITLAN /-/ OAX",20259,2465,0.000405679513184584,2016,20259
"9303","CUENCAME",12,2017,"DUR","CUENCAME /-/ DUR",10004,33664,0.000356463878326996,2017,10004
"9311","ACAMBARO",69,2017,"GUA","ACAMBARO /-/ GUA",11002,109030,0.000632853343116573,2017,11002
"9314","APASEO EL GRANDE",57,2017,"GUA","APASEO EL GRANDE /-/ GUA",11005,85319,0.00066808096672488,2017,11005
"9315","CELAYA",941,2017,"GUA","CELAYA /-/ GUA",11007,468469,0.00200867079785429,2017,11007
